Player,height,weight,college,born,birth_city,birth_state,Geo_code,Latitude,Longitude
Tony Allen,193,96,Oklahoma State University,1982,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Maurice Baker,185,79,Oklahoma State University,1979,Granite City,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Lionel Chalmers,183,81,Xavier University,1980,Albany,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Erik Daniels,203,97,University of Kentucky,1982,Cincinnati,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
John Edwards,213,124,Kent State University,1981,Warren,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Ben Gordon,190,90,University of Connecticut,1983,London,United Kingdom,"55.378051, -3.435973",55.378051,-3.435973
Emeka Okafor,208,114,University of Connecticut,1982,Houston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Justin Reed,203,108,University of Mississippi,1982,Jackson,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Jared Reiner,211,115,University of Iowa,1982,Tripp,South Dakota,"43.9695148, -99.9018131",43.9695148,-99.9018131
Delonte West,193,81,Saint Joseph's University,1983,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Alex Acker,196,83,Pepperdine University,1983,Compton,California,"36.778261, -119.4179324",36.778261,-119.4179324
Will Bynum,183,83,Georgia Institute of Technology,1983,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Danny Granger,206,100,University of New Mexico,1983,New Orleans,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Chuck Hayes,198,108,University of Kentucky,1983,San Leandro,California,"36.778261, -119.4179324",36.778261,-119.4179324
Luther Head,190,83,University of Illinois at Urbana-Champaign,1982,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Aaron Miles,185,79,University of Kansas,1983,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Salim Stoudamire,185,81,University of Arizona,1982,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Chris Taft,208,117,University of Pittsburgh,1985,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Ronny Turiaf,208,112,Gonzaga University,1983,Le Robert,Martinique,"14.641528, -61.024174",14.641528,-61.024174
Kelenna Azubuike,196,99,University of Kentucky,1983,London,United Kingdom,"55.378051, -3.435973",55.378051,-3.435973
Will Blalock,183,92,Iowa State University,1983,Boston,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Josh Boone,208,107,University of Connecticut,1984,Mount Airy,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Desmon Farmer,196,99,University of Southern California,1981,Flint,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Randy Foye,193,96,Villanova University,1983,Newark,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Ryan Hollins,213,108,"University of California, Los Angeles",1984,Pasadena,California,"36.778261, -119.4179324",36.778261,-119.4179324
Kyle Lowry,183,92,Villanova University,1986,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Ivan McFarlin,203,108,Oklahoma State University,1982,Missouri City,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Paul Millsap,203,111,Louisiana Tech University,1985,Monroe,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Joel Anthony,206,111,"University of Nevada, Las Vegas",1982,Montreal,Canada,"56.130366, -106.346771",56.130366,-106.346771
Corey Brewer,206,84,University of Florida,1986,Portland,Tennessee,"35.5174913, -86.5804473",35.5174913,-86.5804473
Wilson Chandler,203,102,DePaul University,1987,Benton Harbor,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Glen Davis,206,131,Louisiana State University,1986,Baton Rouge,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Guillermo Diaz,188,87,University of Miami,1985,San Juan,Puerto Rico,"18.220833, -66.590149",18.220833,-66.590149
Al Horford,208,111,University of Florida,1986,Puerto Plata,Dominican Republic,"18.735693, -70.162651",18.735693,-70.162651
Keith Langford,193,97,University of Kansas,1983,Fort Worth,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Stephane Lasme,203,97,University of Massachusetts Amherst,1982,Port-Gentil,Gabon,"-0.803689, 11.609444",-0.803689,11.609444
Acie Law,190,88,Texas A&M University,1985,Dallas,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Josh McRoberts,208,108,Duke University,1987,Indianapolis,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Demetris Nichols,203,97,Syracuse University,1984,Boston,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Rodney Stuckey,196,95,Eastern Washington University,1986,Seattle,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Alando Tucker,203,86,Oklahoma Baptist University,1943,Dayton,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Mario West,208,104,Old Dominion University,1960,Petersburg,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Brandan Wright,211,102,"University of California, Los Angeles",1962,Hollywood,California,"36.778261, -119.4179324",36.778261,-119.4179324
Julian Wright,203,102,University of Kansas,1987,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Jerryd Bayless,190,90,University of Arizona,1988,Phoenix,Arizona,"34.0489281, -111.0937311",34.0489281,-111.0937311
Mario Chalmers,188,86,University of Kansas,1986,Anchorage,Alaska,"64.2008413, -149.4936733",64.2008413,-149.4936733
Eric Gordon,193,97,Indiana University,1988,Indianapolis,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Othello Hunter,203,102,Ohio State University,1986,Winston-Salem,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Anthony Morrow,196,95,Georgia Institute of Technology,1985,Charlotte,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
DeMarcus Nelson,193,90,Duke University,1985,Oakland,California,"36.778261, -119.4179324",36.778261,-119.4179324
Walter Sharpe,206,111,University of Alabama at Birmingham,1986,Huntsville,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Chase Budinger,201,94,University of Arizona,1988,Encinitas,California,"36.778261, -119.4179324",36.778261,-119.4179324
DeMarre Carroll,203,97,University of Missouri,1986,Birmingham,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Sundiata Gaines,185,83,University of Georgia,1986,Jamaica,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
James Harden,196,99,Arizona State University,1989,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Wesley Matthews,185,77,University of Wisconsin,1959,Sarasota,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Jodie Meeks,193,95,University of Kentucky,1987,Norcross,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Jermaine Taylor,193,79,Texas Tech University,1960,Blytheville,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Landry Fields,201,95,Stanford University,1988,Long Beach,California,"36.778261, -119.4179324",36.778261,-119.4179324
Manny Harris,196,83,University of Michigan,1989,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Lazar Hayward,198,102,Marquette University,1986,Buffalo,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Gani Lawal,206,106,Georgia Institute of Technology,1988,College Park,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Patrick Patterson,206,104,University of Kentucky,1989,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Garret Siler,211,138,Augusta State University,1986,Augusta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Ekpe Udoh,208,108,Baylor University,1987,Edmond,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Lavoy Allen,206,117,Temple University,1989,Morrisville,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Eric Dawson,206,113,Midwestern State University,1984,San Antonio,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Tobias Harris,190,86,University of New Orleans,1967,Monroe,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Jerome Jordan,213,114,University of Tulsa,1986,Kingston,Jamaica,"18.109581, -77.297508",18.109581,-77.297508
Kawhi Leonard,201,104,San Diego State University,1991,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Travis Leslie,193,92,University of Georgia,1990,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Darius Morris,193,86,University of Michigan,1991,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Iman Shumpert,196,99,Georgia Institute of Technology,1990,Oak Park,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Chris Singleton,203,104,Florida State University,1989,Canton,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Donald Sloan,190,92,Texas A&M University,1988,Shreveport,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Malcolm Thomas,206,102,San Diego State University,1988,Columbia,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Klay Thompson,201,97,Washington State University,1990,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Kemba Walker,203,95,University of Kentucky,1964,Roberta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Bradley Beal,196,93,University of Florida,1993,St. Louis,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Jared Cunningham,193,88,Oregon State University,1991,Oakland,California,"36.778261, -119.4179324",36.778261,-119.4179324
Draymond Green,201,104,Michigan State University,1990,Saginaw,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
DeQuan Jones,203,100,University of Miami,1990,Stone Mountain,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Kevin Jones,203,113,West Virginia University,1989,Mount Vernon,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Terrence Jones,206,114,University of Kentucky,1992,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Michael Kidd-Gilchrist,201,105,University of Kentucky,1993,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Jeremy Lamb,196,83,University of Connecticut,1992,Henrico Valley,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Khris Middleton,203,106,Texas A&M University,1991,Charleston,South Carolina,"33.836081, -81.1637245",33.836081,-81.1637245
Quincy Miller,206,95,Baylor University,1992,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Kevin Murphy,196,83,Tennessee Technological University,1990,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Kyle O'Quinn,208,113,Norfolk State University,1990,Flushing,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Miles Plumlee,211,112,Duke University,1988,Fort Wayne,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Austin Rivers,193,90,Duke University,1992,Santa Monica,California,"36.778261, -119.4179324",36.778261,-119.4179324
Henry Sims,208,112,Georgetown University,1990,Baltimore,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Dion Waiters,193,102,Syracuse University,1991,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Maalik Wayns,188,90,Villanova University,1991,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Lorenzo Brown,196,85,North Carolina State University,1990,Roswell,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Reggie Bullock,201,92,University of North Carolina,1991,Baltimore,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Kentavious Caldwell-Pope,196,92,University of Georgia,1993,Thomaston,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Isaiah Canaan,183,91,Murray State University,1991,Biloxi,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Troy Daniels,193,92,Virginia Commonwealth University,1991,Roanoke,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Dewayne Dedmon,213,111,University of Southern California,1989,Lancaster,California,"36.778261, -119.4179324",36.778261,-119.4179324
Gorgui Dieng,211,109,University of Louisville,1990,Kebemer,Senegal,"14.497401, -14.452362",14.497401,-14.452362
Elias Harris,203,108,Gonzaga University,1989,Speyer,Germany,"51.165691, 10.451526",51.165691,10.451526
Solomon Hill,201,102,University of Arizona,1991,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Shane Larkin,180,79,University of Miami,1992,Cincinnati,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Gal Mekel,190,86,Wichita State University,1988,Petah Tikva,Israel,"31.046051, 34.851612",31.046051,34.851612
Mike Muscala,211,108,Bucknell University,1991,St. Louis Park,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
James Nunnally,201,92,"University of California, Santa Barbara",1990,San Jose,California,"36.778261, -119.4179324",36.778261,-119.4179324
Peyton Siva,183,83,University of Louisville,1990,Seattle,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Hollis Thompson,203,93,Georgetown University,1991,Pasadena,California,"36.778261, -119.4179324",36.778261,-119.4179324
Jordan Adams,196,94,"University of California, Los Angeles",1994,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Kyle Anderson,206,104,"University of California, Los Angeles",1993,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Jack Cooley,206,117,University of Notre Dame,1991,Evanston,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Joe Harris,198,99,University of Virginia,1991,Chelan,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Cory Jefferson,206,98,Baylor University,1990,Tacoma,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Grant Jerrett,208,106,University of Arizona,1993,Costa Mesa,California,"36.778261, -119.4179324",36.778261,-119.4179324
JaKarr Sampson,211,106,University of California,1983,Inglewood,California,"36.778261, -119.4179324",36.778261,-119.4179324
Marcus Smart,193,99,Oklahoma State University,1994,Flower Mound,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Cliff Alexander,203,111,University of Kansas,1995,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Keith Appling,185,83,Michigan State University,1992,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Devin Booker,198,93,University of Kentucky,1996,Grand Rapids,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Willie Cauley-Stein,213,108,University of Kentucky,1993,Spearville,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Rakeem Christmas,206,113,Syracuse University,1991,Irvington,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Sam Dekker,206,104,University of Wisconsin,1994,Sheboygan,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Jarell Eddie,201,98,Virginia Polytechnic Institute and State University,1991,Tampa,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Frank Kaminsky,213,109,University of Wisconsin,1993,Winfield,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Trey Lyles,208,106,University of Kentucky,1995,Saskatoon,Canada,"56.130366, -106.346771",56.130366,-106.346771
Josh Richardson,198,90,University of Tennessee,1993,Edmond,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Terry Rozier,188,86,University of Louisville,1994,Youngstown,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Rashad Vaughn,198,91,"University of Nevada, Las Vegas",1996,Minneapolis,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Joel Bolomboy,206,106,Weber State University,1994,Kiev,Ukraine,"48.379433, 31.1655799",48.379433,31.1655799
Malcolm Delaney,190,86,Virginia Polytechnic Institute and State University,1989,Baltimore,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Kris Dunn,193,95,Providence College,1994,New London,Connecticut,"41.6032207, -73.087749",41.6032207,-73.087749
Michael Gbinije,201,90,Syracuse University,1992,Hartford,Connecticut,"41.6032207, -73.087749",41.6032207,-73.087749
Buddy Hield,193,97,University of Oklahoma,1993,Freeport,Bahamas,"25.03428, -77.39627999999999",25.03428,-77.39628
Rodney McGruder,193,92,Kansas State University,1991,Landover,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Georges Niang,203,104,Iowa State University,1993,Lawrence,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Daniel Ochefu,211,111,Villanova University,1993,Baltimore,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Wayne Selden,196,104,University of Kansas,1994,Roxbury,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Pascal Siakam,206,104,New Mexico State University,1994,Douala,Cameroon,"7.369721999999999, 12.354722",7.369722,12.354722
Diamond Stone,211,115,University of Maryland,1997,Milwaukee,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
